cell_id,longitude,latitude,stress_score,urbanization_component,vegetation_component,water_component,evidence_strength,stress_quartile,rank
C_077_047,78.625988,13.085893,0.3006,0.2272,0.3118,0.3628,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1894
C_042_038,78.54514,13.400304,0.3005,0.2828,0.474,0.1447,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1895
C_075_051,78.661921,13.10386,0.3004,0.2361,0.3809,0.2843,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1896
C_028_065,78.787685,13.526068,0.3003,0.3092,0.3991,0.1926,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1897
C_117_022,78.40141,12.726567,0.3003,0.2926,0.1583,0.45,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,1898
C_070_053,78.679887,13.148776,0.3001,0.1224,0.3739,0.4041,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,1899
C_040_045,78.608022,13.41827,0.3,0.3438,0.3982,0.1578,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1900
C_074_058,78.724803,13.112843,0.2999,0.245,0.6549,0.0,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,1901
C_036_059,78.733786,13.454203,0.2999,0.2457,0.531,0.1231,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1902
C_058_115,79.236843,13.256573,0.2998,0.2627,0.377,0.2597,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1903
C_067_089,79.003281,13.175725,0.2998,0.1826,0.3153,0.4015,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,1904
C_111_009,78.284629,12.780466,0.2998,0.3588,0.3048,0.2358,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1905
C_058_096,79.066163,13.256573,0.2996,0.2377,0.3931,0.2679,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1906
C_101_022,78.40141,12.870298,0.2996,0.2998,0.1889,0.41,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,1907
C_069_048,78.634972,13.157759,0.2996,0.3465,0.2982,0.2541,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1908
C_044_083,78.949382,13.382338,0.2995,0.321,0.5775,0.0,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,1909
C_053_101,79.111079,13.301489,0.2994,0.2549,0.3982,0.245,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1910
C_072_037,78.536157,13.130809,0.2994,0.3965,0.249,0.2525,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1911
C_037_039,78.554123,13.44522,0.2991,0.3317,0.3865,0.1791,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1912
C_093_038,78.54514,12.942163,0.2991,0.2965,0.4631,0.1379,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1913
C_070_064,78.778702,13.148776,0.299,0.2677,0.5287,0.1005,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1914
C_054_056,78.706837,13.292506,0.2988,0.2911,0.5168,0.0884,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1915
C_042_136,79.431598,13.400304,0.2988,0.2373,0.2815,0.3776,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1916
C_093_037,78.536157,12.942163,0.2987,0.3,0.5118,0.0842,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1917
C_032_063,78.769719,13.490135,0.2985,0.2666,0.4787,0.1503,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1918
C_068_109,79.182944,13.166742,0.2985,0.1806,0.3233,0.3917,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,1919
C_043_139,79.458547,13.391321,0.2985,0.2479,0.334,0.3137,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1920
C_073_062,78.760736,13.121826,0.2985,0.22,0.5324,0.1431,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,1921
C_052_032,78.491241,13.310472,0.2983,0.276,0.5705,0.0485,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1922
C_051_050,78.652938,13.319455,0.2982,0.2728,0.5598,0.0619,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1923
C_065_055,78.697854,13.193691,0.298,0.384,0.4361,0.074,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1924
C_061_118,79.263792,13.229624,0.298,0.2518,0.4382,0.204,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1925
C_085_046,78.617005,13.014028,0.298,0.2576,0.6345,0.002,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,1926
C_045_109,79.182944,13.373354,0.2979,0.2809,0.3626,0.2502,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1927
C_062_113,79.218877,13.220641,0.2979,0.1935,0.2698,0.4303,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,1928
C_053_120,79.281759,13.301489,0.2977,0.2835,0.4184,0.1912,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1929
C_115_008,78.275646,12.744534,0.2977,0.339,0.455,0.0992,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1930
C_058_090,79.012264,13.256573,0.2977,0.379,0.1941,0.3199,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,1931
C_053_106,79.155994,13.301489,0.2977,0.2703,0.355,0.2679,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1932
C_114_009,78.284629,12.753517,0.2977,0.2595,0.2461,0.3874,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1933
C_055_151,79.566345,13.283523,0.2976,0.2015,0.3264,0.3648,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1934
C_104_030,78.473275,12.843348,0.2975,0.277,0.2649,0.3507,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1935
C_046_105,79.147011,13.364371,0.2975,0.2979,0.4742,0.1205,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1936
C_057_044,78.599039,13.265557,0.2973,0.2325,0.46,0.1994,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1937
C_052_101,79.111079,13.310472,0.2973,0.3267,0.3042,0.261,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1938
C_044_128,79.353624,13.382338,0.2972,0.0625,0.1468,0.6822,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,1939
C_014_092,79.03023,13.651832,0.2971,0.1402,0.6102,0.1408,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,1940
C_062_118,79.263792,13.220641,0.2971,0.2599,0.3919,0.2397,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1941
C_049_097,79.075146,13.337422,0.2971,0.266,0.2214,0.4038,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1942
C_065_089,79.003281,13.193691,0.2971,0.1345,0.2151,0.5416,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,1943
C_064_080,78.922433,13.202674,0.297,0.2954,0.3231,0.2725,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1944
C_046_103,79.129045,13.364371,0.297,0.2075,0.2443,0.4391,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1945
C_059_056,78.706837,13.24759,0.2969,0.2299,0.5435,0.1172,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1946
C_047_048,78.634972,13.355388,0.2969,0.3448,0.4851,0.0609,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1947
C_053_057,78.71582,13.301489,0.2968,0.2851,0.4155,0.1899,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1948
C_108_014,78.329544,12.807416,0.2968,0.3867,0.2731,0.2305,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1949
C_123_018,78.365477,12.672668,0.2966,0.3524,0.1091,0.4283,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,1950
C_112_008,78.275646,12.771483,0.2966,0.3156,0.5108,0.0635,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1951
C_107_029,78.464292,12.816399,0.2966,0.2114,0.4069,0.2715,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1952
C_059_174,79.772957,13.24759,0.2965,0.0741,0.148,0.6674,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,1953
C_023_099,79.093112,13.570984,0.2965,0.2483,0.2466,0.3946,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1954
C_074_039,78.554123,13.112843,0.2965,0.3221,0.2772,0.2901,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1955
C_010_090,79.012264,13.687765,0.2964,0.104,0.5232,0.262,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,1956
C_048_060,78.742769,13.346405,0.2964,0.2177,0.426,0.2456,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1957
C_056_127,79.344641,13.27454,0.2964,0.2498,0.4258,0.2135,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1958
C_039_139,79.458547,13.427253,0.2963,0.1387,0.2321,0.5181,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,1959
C_127_022,78.40141,12.636736,0.2962,0.286,0.2186,0.3841,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1960
C_057_086,78.976331,13.265557,0.296,0.3164,0.2575,0.3141,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1961
C_055_045,78.608022,13.283523,0.296,0.3026,0.4929,0.0923,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,1962
C_075_060,78.742769,13.10386,0.2959,0.2598,0.5108,0.1172,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1963
C_106_031,78.482258,12.825382,0.2959,0.1821,0.4377,0.2679,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,1964
C_059_047,78.625988,13.24759,0.2959,0.2188,0.4754,0.1935,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1965
C_046_136,79.431598,13.364371,0.2958,0.3111,0.233,0.3432,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1966
C_117_021,78.392426,12.726567,0.2958,0.2212,0.1309,0.5354,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,1967
C_056_149,79.548379,13.27454,0.2957,0.1457,0.0854,0.6559,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,1968
C_067_046,78.617005,13.175725,0.2957,0.3398,0.4524,0.095,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1969
C_057_105,79.147011,13.265557,0.2956,0.2557,0.5322,0.0989,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,1970
C_104_020,78.383443,12.843348,0.2955,0.3504,0.1774,0.3586,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,1971
C_061_043,78.590056,13.229624,0.2955,0.1706,0.4771,0.2387,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,1972
C_026_072,78.850567,13.544034,0.2954,0.3471,0.539,0.0,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,1973
C_066_112,79.209893,13.184708,0.2953,0.1189,0.242,0.5249,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,1974
C_037_058,78.724803,13.44522,0.2952,0.1859,0.6016,0.0982,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,1975
C_084_039,78.554123,13.023011,0.2952,0.3148,0.4338,0.1369,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,1976
C_034_062,78.760736,13.472169,0.2952,0.2974,0.4277,0.1605,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1977
C_072_036,78.527174,13.130809,0.2952,0.2134,0.4215,0.2508,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1978
C_079_053,78.679887,13.067927,0.2951,0.2984,0.3342,0.2528,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1979
C_120_038,78.54514,12.699618,0.2951,0.2406,0.6445,0.0003,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,1980
C_086_038,78.54514,13.005045,0.2951,0.2191,0.2982,0.3681,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1981
C_060_107,79.164978,13.238607,0.295,0.069,0.1587,0.6572,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,1982
C_078_040,78.563106,13.07691,0.295,0.2603,0.4242,0.2004,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1983
C_122_020,78.383443,12.681652,0.2949,0.4318,0.1389,0.3141,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,1984
C_037_060,78.742769,13.44522,0.2949,0.3582,0.5267,0.0,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1985
C_096_046,78.617005,12.915214,0.2948,0.2333,0.6489,0.0023,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,1986
C_049_110,79.191927,13.337422,0.2948,0.2411,0.3394,0.3039,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1987
C_036_070,78.832601,13.454203,0.2948,0.2957,0.4865,0.1022,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1988
C_067_044,78.599039,13.175725,0.2947,0.3504,0.4071,0.1267,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1989
C_027_072,78.850567,13.535051,0.2946,0.2631,0.6207,0.0,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,1990
C_075_038,78.54514,13.10386,0.2945,0.3069,0.318,0.2587,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1991
C_028_098,79.084129,13.526068,0.2943,0.2761,0.1745,0.4323,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,1992
C_033_067,78.805652,13.481152,0.2943,0.3147,0.4585,0.1097,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1993
C_089_027,78.446325,12.978096,0.2942,0.3175,0.3626,0.2025,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1994
C_056_128,79.353624,13.27454,0.2942,0.1181,0.3548,0.4097,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,1995
C_048_084,78.958365,13.346405,0.2942,0.3073,0.5468,0.0285,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,1996
C_117_010,78.293612,12.726567,0.2942,0.3238,0.2875,0.2712,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1997
C_065_050,78.652938,13.193691,0.2942,0.2531,0.4493,0.1801,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1998
C_057_059,78.733786,13.265557,0.2939,0.2083,0.4991,0.1742,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,1999
C_064_066,78.796668,13.202674,0.2938,0.2833,0.5942,0.0039,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2000
C_067_096,79.066163,13.175725,0.2937,0.2092,0.4194,0.2525,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2001
C_047_130,79.37159,13.355388,0.2936,0.1881,0.254,0.4388,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2002
C_103_021,78.392426,12.852332,0.2936,0.4332,0.1803,0.2672,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,2003
C_069_062,78.760736,13.157759,0.2935,0.2761,0.3052,0.2993,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2004
C_050_117,79.254809,13.328439,0.2934,0.2164,0.3029,0.3609,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2005
C_048_061,78.751753,13.346405,0.2933,0.2614,0.5166,0.1018,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2006
C_076_086,78.976331,13.094877,0.2932,0.2765,0.1912,0.412,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,2007
C_101_018,78.365477,12.870298,0.2932,0.0826,0.1434,0.6536,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2008
C_063_100,79.102096,13.211658,0.2931,0.3009,0.4853,0.093,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2009
C_054_042,78.581073,13.292506,0.293,0.3205,0.4739,0.0844,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2010
C_109_012,78.311578,12.798433,0.2929,0.3022,0.3972,0.1791,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2011
C_024_065,78.787685,13.562001,0.2928,0.1287,0.3639,0.3858,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2012
C_068_093,79.039214,13.166742,0.2928,0.2247,0.3618,0.2918,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2013
C_108_040,78.563106,12.807416,0.2928,0.1916,0.2665,0.4202,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2014
C_049_094,79.048197,13.337422,0.2928,0.2177,0.3665,0.2941,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2015
C_062_107,79.164978,13.220641,0.2927,0.2298,0.4079,0.2404,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2016
C_055_150,79.557362,13.283523,0.2925,0.2161,0.5118,0.1497,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2017
C_056_118,79.263792,13.27454,0.2925,0.1776,0.2542,0.4457,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2018
C_104_034,78.509207,12.843348,0.2925,0.0547,0.4011,0.4218,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2019
C_121_022,78.40141,12.690635,0.2924,0.3746,0.1609,0.3416,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,2020
C_057_115,79.236843,13.265557,0.2924,0.2122,0.5232,0.1418,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2021
C_059_112,79.209893,13.24759,0.2924,0.2773,0.503,0.0969,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2022
C_069_038,78.54514,13.157759,0.2924,0.2984,0.3025,0.2762,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2023
C_046_152,79.575328,13.364371,0.2923,0.2753,0.146,0.4554,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,2024
C_061_116,79.245826,13.229624,0.2923,0.3163,0.403,0.1575,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2025
C_050_126,79.335658,13.328439,0.2922,0.084,0.3217,0.4709,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2026
C_097_035,78.518191,12.90623,0.2921,0.2908,0.4036,0.1818,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2027
C_037_041,78.57209,13.44522,0.292,0.2719,0.5092,0.095,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2028
C_099_031,78.482258,12.888264,0.2919,0.2749,0.2754,0.3255,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2029
C_050_047,78.625988,13.328439,0.2919,0.2423,0.405,0.2283,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2030
C_069_058,78.724803,13.157759,0.2917,0.2274,0.49,0.1575,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2031
C_034_078,78.904466,13.472169,0.2917,0.12,0.4408,0.3144,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2032
C_127_021,78.392426,12.636736,0.2916,0.3841,0.1758,0.315,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,2033
C_072_063,78.769719,13.130809,0.2916,0.2321,0.502,0.1408,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2034
C_050_095,79.05718,13.328439,0.2916,0.2806,0.2293,0.3648,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2035
C_080_108,79.173961,13.058944,0.2915,0.1418,0.609,0.1235,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2036
C_113_021,78.392426,12.7625,0.2914,0.297,0.1607,0.4166,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,2037
C_076_035,78.518191,13.094877,0.2914,0.3189,0.4644,0.091,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2038
C_074_057,78.71582,13.112843,0.2912,0.2695,0.6026,0.0016,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2039
C_031_063,78.769719,13.499119,0.291,0.2152,0.5448,0.113,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2040
C_061_175,79.781941,13.229624,0.2908,0.1464,0.1986,0.5275,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2041
C_036_068,78.814635,13.454203,0.2907,0.1797,0.5853,0.1071,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2042
C_044_112,79.209893,13.382338,0.2907,0.1552,0.2095,0.5073,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2043
C_062_049,78.643955,13.220641,0.2907,0.335,0.3838,0.1533,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2044
C_037_128,79.353624,13.44522,0.2906,0.3185,0.4036,0.1497,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2045
C_059_107,79.164978,13.24759,0.2905,0.2752,0.3723,0.224,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2046
C_065_117,79.254809,13.193691,0.2905,0.2139,0.3126,0.3448,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2047
C_037_119,79.272775,13.44522,0.2904,0.1714,0.3155,0.3845,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2048
C_033_074,78.868534,13.481152,0.2903,0.1742,0.4544,0.2423,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2049
C_090_033,78.500224,12.969113,0.2903,0.2541,0.4952,0.1218,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2050
C_061_106,79.155994,13.229624,0.2902,0.3609,0.4106,0.0992,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2051
C_043_056,78.706837,13.391321,0.2902,0.3176,0.5174,0.0357,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2052
C_085_031,78.482258,13.014028,0.29,0.31,0.2743,0.2856,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2053
C_095_027,78.446325,12.924197,0.29,0.2838,0.331,0.2551,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2054
C_060_170,79.737025,13.238607,0.29,0.112,0.1516,0.6063,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2055
C_032_051,78.661921,13.490135,0.2898,0.2085,0.6545,0.0065,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2056
C_053_156,79.611261,13.301489,0.2897,0.3262,0.2793,0.2636,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2057
C_061_125,79.326674,13.229624,0.2897,0.243,0.2826,0.3435,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2058
C_051_062,78.760736,13.319455,0.2897,0.321,0.3437,0.2043,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2059
C_100_030,78.473275,12.879281,0.2896,0.1213,0.2647,0.4827,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2060
C_031_084,78.958365,13.499119,0.2896,0.2175,0.5608,0.0904,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2061
C_066_103,79.129045,13.184708,0.2896,0.2425,0.3809,0.2453,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2062
C_039_041,78.57209,13.427253,0.2895,0.2181,0.4554,0.1948,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2063
C_101_025,78.428359,12.870298,0.2895,0.2247,0.2478,0.3959,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2064
C_114_007,78.266662,12.753517,0.2894,0.3755,0.4419,0.0508,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2065
C_042_087,78.985315,13.400304,0.2894,0.3392,0.3404,0.1886,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2066
C_072_074,78.868534,13.130809,0.2894,0.2587,0.5382,0.0714,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2067
C_025_062,78.760736,13.553017,0.2893,0.2103,0.3484,0.3091,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2068
C_044_050,78.652938,13.382338,0.2893,0.2046,0.5678,0.0956,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2069
C_024_072,78.850567,13.562001,0.2892,0.2752,0.3719,0.2204,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2070
C_053_108,79.173961,13.301489,0.2892,0.2128,0.2591,0.3956,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2071
C_077_036,78.527174,13.085893,0.2891,0.287,0.4779,0.1025,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2072
C_021_094,79.048197,13.58895,0.2891,0.1081,0.1272,0.632,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2073
C_031_039,78.554123,13.499119,0.2891,0.1763,0.4978,0.1932,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2074
C_055_113,79.218877,13.283523,0.289,0.2046,0.2822,0.3802,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2075
C_109_028,78.455309,12.798433,0.289,0.1042,0.2321,0.5305,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2076
C_097_045,78.608022,12.90623,0.2888,0.225,0.6366,0.0049,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2077
C_056_115,79.236843,13.27454,0.2887,0.113,0.284,0.4689,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2078
C_100_015,78.338528,12.879281,0.2886,0.195,0.1238,0.5469,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2079
C_035_046,78.617005,13.463186,0.2886,0.2616,0.533,0.0711,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2080
C_050_042,78.581073,13.328439,0.2886,0.2267,0.5083,0.1307,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2081
C_039_124,79.317691,13.427253,0.2885,0.1192,0.2618,0.4847,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2082
C_038_119,79.272775,13.436236,0.2885,0.1754,0.3495,0.3406,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2083
C_109_020,78.383443,12.798433,0.2883,0.4301,0.2398,0.1948,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2084
C_044_086,78.976331,13.382338,0.2881,0.2325,0.3766,0.2551,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2085
C_046_099,79.093112,13.364371,0.2881,0.2271,0.3565,0.2806,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2086
C_072_104,79.138028,13.130809,0.288,0.3313,0.263,0.2698,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2087
C_079_037,78.536157,13.067927,0.288,0.3894,0.4349,0.0396,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2088
C_068_057,78.71582,13.166742,0.288,0.1876,0.546,0.1303,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2089
